"Contig" "Length" "Chromosome_Position"
"Chr6_supercontig_000002209" 1804 258946763
"Chr6_supercontig_000002210" 2986 258949749
"Chr6_supercontig_000002211" 1839 258951588
"Chr6_supercontig_000002212" 1743 258953331
"Chr6_supercontig_000002213" 3225 258956556
"Chr6_supercontig_000002214" 2463 258959019
"Chr6_supercontig_000002215" 1647 258960666
"Chr6_supercontig_000002216" 2505 258963171
"Chr6_supercontig_000002217" 3585 258966756
"Chr6_supercontig_000002218" 4527 258971283
"Chr6_supercontig_000002219" 7622 258978905
"Chr6_supercontig_000002220" 3226 258982131
"Chr6_supercontig_000002221" 2003 258984134
"Chr6_supercontig_000002222" 1968 258986102
"Chr6_supercontig_000002223" 3031 258989133
"Chr6_supercontig_000002224" 2027 258991160
"Chr6_supercontig_000002225" 1574 258992734
"Chr6_supercontig_000002226" 2214 258994948
"Chr6_supercontig_000002227" 5982 259000930
"Chr6_supercontig_000002228" 2387 259003317
"Chr6_supercontig_000002229" 1590 259004907
"Chr6_supercontig_000002230" 1877 259006784
"Chr6_supercontig_000002231" 1971 259008755
"Chr6_supercontig_000002232" 2025 259010780
"Chr6_supercontig_000002233" 3977 259014757
"Chr6_supercontig_000002234" 2102 259016859
"Chr6_supercontig_000002235" 2146 259019005
"Chr6_supercontig_000002236" 1566 259020571
"Chr6_supercontig_000002237" 2804 259023375
"Chr6_supercontig_000002238" 2243 259025618
"Chr6_supercontig_000002239" 5923 259031541
"Chr6_supercontig_000002240" 3375 259034916
"Chr6_supercontig_000002241" 3163 259038079
"Chr6_supercontig_000002242" 2443 259040522
"Chr6_supercontig_000002243" 1730 259042252
"Chr6_supercontig_000002244" 2015 259044267
"Chr6_supercontig_000002245" 4262 259048529
"Chr6_supercontig_000002246" 3385 259051914
"Chr6_supercontig_000002247" 1585 259053499
"Chr6_supercontig_000002248" 2076 259055575
"Chr6_supercontig_000002249" 1888 259057463
"Chr6_supercontig_000002250" 2009 259059472
"Chr6_supercontig_000002251" 2089 259061561
"Chr6_supercontig_000002252" 3161 259064722
"Chr6_supercontig_000002253" 5916 259070638
"Chr6_supercontig_000002254" 1648 259072286
"Chr6_supercontig_000002255" 1510 259073796
"Chr6_supercontig_000002256" 1596 259075392
"Chr6_supercontig_000002257" 2062 259077454
"Chr6_supercontig_000002258" 1746 259079200
"Chr6_supercontig_000002259" 1725 259080925
"Chr6_supercontig_000002260" 1722 259082647
"Chr6_supercontig_000002261" 2257 259084904
"Chr6_supercontig_000002262" 2268 259087172
"Chr6_supercontig_000002263" 2371 259089543
"Chr6_supercontig_000002264" 1606 259091149
"Chr6_supercontig_000002265" 2235 259093384
"Chr6_supercontig_000002266" 3655 259097039
"Chr6_supercontig_000002267" 2394 259099433
"Chr6_supercontig_000002268" 2077 259101510
"Chr6_supercontig_000002269" 2023 259103533
"Chr6_supercontig_000002270" 2649 259106182
"Chr6_supercontig_000002271" 4301 259110483
"Chr6_supercontig_000002272" 3995 259114478
"Chr6_supercontig_000002273" 1943 259116421
"Chr6_supercontig_000002274" 2670 259119091
"Chr6_supercontig_000002275" 2408 259121499
"Chr6_supercontig_000002276" 3404 259124903
"Chr6_supercontig_000002277" 1694 259126597
"Chr6_supercontig_000002278" 4410 259131007
"Chr6_supercontig_000002279" 1971 259132978
"Chr6_supercontig_000002280" 2355 259135333
"Chr6_supercontig_000002281" 1932 259137265
"Chr6_supercontig_000002282" 2647 259139912
"Chr6_supercontig_000002283" 2012 259141924
"Chr6_supercontig_000002284" 1665 259143589
"Chr6_supercontig_000002285" 1607 259145196
"Chr6_supercontig_000002286" 1564 259146760
"Chr6_supercontig_000002287" 2110 259148870
"Chr6_supercontig_000002288" 1682 259150552
"Chr6_supercontig_000002289" 1551 259152103
"Chr6_supercontig_000002290" 1921 259154024
"Chr6_supercontig_000002291" 1685 259155709
"Chr6_supercontig_000002292" 1816 259157525
"Chr6_supercontig_000002293" 1938 259159463
"Chr6_supercontig_000002294" 14874 259174337
"Chr6_supercontig_000002295" 2107 259176444
"Chr6_supercontig_000002296" 1669 259178113
"Chr6_supercontig_000002297" 3433 259181546
"Chr6_supercontig_000002298" 4131 259185677
"Chr6_supercontig_000002299" 2477 259188154
"Chr6_supercontig_000002300" 2672 259190826
"Chr6_supercontig_000002301" 2397 259193223
"Chr6_supercontig_000002302" 2244 259195467
"Chr6_supercontig_000002303" 2724 259198191
"Chr6_supercontig_000002304" 3028 259201219
"Chr6_supercontig_000002305" 2929 259204148
"Chr6_supercontig_000002306" 2337 259206485
"Chr6_supercontig_000002307" 2804 259209289
"Chr6_supercontig_000002308" 4700 259213989
"Chr6_supercontig_000002309" 1875 259215864
"Chr6_supercontig_000002310" 3023 259218887
"Chr6_supercontig_000002311" 1715 259220602
"Chr6_supercontig_000002312" 14025 259234627
"Chr6_supercontig_000002313" 2503 259237130
"Chr6_supercontig_000002314" 2106 259239236
"Chr6_supercontig_000002315" 3325 259242561
"Chr6_supercontig_000002316" 4356 259246917
"Chr6_supercontig_000002317" 3712 259250629
"Chr6_supercontig_000002318" 3421 259254050
"Chr6_supercontig_000002319" 3739 259257789
"Chr6_supercontig_000002320" 2987 259260776
"Chr6_supercontig_000002321" 1633 259262409
"Chr6_supercontig_000002322" 2426 259264835
"Chr6_supercontig_000002323" 5357 259270192
"Chr6_supercontig_000002324" 6462 259276654
"Chr6_supercontig_000002325" 1870 259278524
"Chr6_supercontig_000002326" 1582 259280106
"Chr6_supercontig_000002327" 1653 259281759
"Chr6_supercontig_000002328" 1858 259283617
"Chr6_supercontig_000002329" 5477 259289094
"Chr6_supercontig_000002330" 1855 259290949
"Chr6_supercontig_000002331" 1962 259292911
"Chr6_supercontig_000002332" 2639 259295550
"Chr6_supercontig_000002333" 3991 259299541
"Chr6_supercontig_000002334" 3083 259302624
"Chr6_supercontig_000002335" 8502 259311126
"Chr6_supercontig_000002336" 7613 259318739
"Chr6_supercontig_000002337" 1817 259320556
"Chr6_supercontig_000002338" 4052 259324608
"Chr6_supercontig_000002339" 4617 259329225
"Chr6_supercontig_000002340" 2256 259331481
"Chr6_supercontig_000002341" 1882 259333363
"Chr6_supercontig_000002342" 2106 259335469
"Chr6_supercontig_000002343" 1762 259337231
"Chr6_supercontig_000002344" 3014 259340245
"Chr6_supercontig_000002345" 7302 259347547
"Chr6_supercontig_000002346" 2305 259349852
"Chr6_supercontig_000002347" 5990 259355842
"Chr6_supercontig_000002348" 5316 259361158
"Chr6_supercontig_000002349" 2347 259363505
"Chr6_supercontig_000002350" 2478 259365983
"Chr6_supercontig_000002351" 4591 259370574
"Chr6_supercontig_000002352" 3902 259374476
"Chr6_supercontig_000002353" 1810 259376286
"Chr6_supercontig_000002354" 1618 259377904
"Chr6_supercontig_000002355" 2690 259380594
"Chr6_supercontig_000002356" 2250 259382844
"Chr6_supercontig_000002357" 1686 259384530
"Chr6_supercontig_000002358" 1764 259386294
"Chr6_supercontig_000002359" 1551 259387845
"Chr6_supercontig_000002360" 1667 259389512
"Chr6_supercontig_000002361" 1814 259391326
"Chr6_supercontig_000002362" 1666 259392992
"Chr6_supercontig_000002363" 1616 259394608
"Chr6_supercontig_000002364" 2398 259397006
"Chr6_supercontig_000002365" 1609 259398615
"Chr6_supercontig_000002366" 8533 259407148
"Chr6_supercontig_000002367" 1769 259408917
"Chr6_supercontig_000002368" 3508 259412425
"Chr6_supercontig_000002369" 2516 259414941
"Chr6_supercontig_000002370" 1765 259416706
"Chr6_supercontig_000002371" 2583 259419289
"Chr6_supercontig_000002372" 11207 259430496
"Chr6_supercontig_000002373" 2851 259433347
"Chr6_supercontig_000002374" 2447 259435794
"Chr6_supercontig_000002375" 1694 259437488
"Chr6_supercontig_000002376" 1568 259439056
"Chr6_supercontig_000002377" 2594 259441650
"Chr6_supercontig_000002378" 3117 259444767
"Chr6_supercontig_000002379" 2949 259447716
"Chr6_supercontig_000002380" 12405 259460121
"Chr6_supercontig_000002381" 2722 259462843
"Chr6_supercontig_000002382" 4344 259467187
"Chr6_supercontig_000002383" 2839 259470026
"Chr6_supercontig_000002384" 1756 259471782
"Chr6_supercontig_000002385" 1564 259473346
"Chr6_supercontig_000002386" 3915 259477261
"Chr6_supercontig_000002387" 3313 259480574
"Chr6_supercontig_000002388" 9653 259490227
"Chr6_supercontig_000002389" 5577 259495804
"Chr6_supercontig_000002390" 6342 259502146
"Chr6_supercontig_000002391" 1942 259504088
"Chr6_supercontig_000002392" 2381 259506469
"Chr6_supercontig_000002393" 4615 259511084
"Chr6_supercontig_000002394" 8785 259519869
"Chr6_supercontig_000002395" 3370 259523239
"Chr6_supercontig_000002396" 9438 259532677
"Chr6_supercontig_000002397" 3543 259536220
"Chr6_supercontig_000002398" 2112 259538332
"Chr6_supercontig_000002399" 5915 259544247
"Chr6_supercontig_000002400" 2900 259547147
"Chr6_supercontig_000002401" 1586 259548733
"Chr6_supercontig_000002402" 2546 259551279
"Chr6_supercontig_000002403" 2305 259553584
"Chr6_supercontig_000002404" 3975 259557559
"Chr6_supercontig_000002405" 2706 259560265
"Chr6_supercontig_000002406" 2899 259563164
"Chr6_supercontig_000002407" 1865 259565029
"Chr6_supercontig_000002408" 4491 259569520
"Chr6_supercontig_000002409" 2612 259572132
"Chr6_supercontig_000002410" 2970 259575102
"Chr6_supercontig_000002411" 1579 259576681
"Chr6_supercontig_000002412" 2088 259578769
"Chr6_supercontig_000002413" 1811 259580580
"Chr6_supercontig_000002414" 1840 259582420
"Chr6_supercontig_000002415" 2602 259585022
"Chr6_supercontig_000002416" 1633 259586655
"Chr6_supercontig_000002417" 2286 259588941
"Chr6_supercontig_000002418" 2248 259591189
"Chr6_supercontig_000002419" 1664 259592853
"Chr6_supercontig_000002420" 2142 259594995
"Chr6_supercontig_000002421" 2263 259597258
"Chr6_supercontig_000002422" 2860 259600118
"Chr6_supercontig_000002423" 2478 259602596
"Chr6_supercontig_000002424" 2915 259605511
"Chr6_supercontig_000002425" 2846 259608357
"Chr6_supercontig_000002426" 1810 259610167
"Chr6_supercontig_000002427" 2455 259612622
"Chr6_supercontig_000002428" 4257 259616879
"Chr6_supercontig_000002429" 3830 259620709
"Chr6_supercontig_000002430" 1939 259622648
"Chr6_supercontig_000002431" 3880 259626528
"Chr6_supercontig_000002432" 2985 259629513
"Chr6_supercontig_000002433" 2805 259632318
"Chr6_supercontig_000002434" 1883 259634201
"Chr6_supercontig_000002435" 1817 259636018
"Chr6_supercontig_000002436" 1535 259637553
"Chr6_supercontig_000002437" 1590 259639143
"Chr6_supercontig_000002438" 4399 259643542
"Chr6_supercontig_000002439" 2296 259645838
"Chr6_supercontig_000002440" 2934 259648772
"Chr6_supercontig_000002441" 2244 259651016
"Chr6_supercontig_000002442" 1884 259652900
"Chr6_supercontig_000002443" 1582 259654482
"Chr6_supercontig_000002444" 2138 259656620
"Chr6_supercontig_000002445" 2958 259659578
"Chr6_supercontig_000002446" 1785 259661363
"Chr6_supercontig_000002447" 2322 259663685
"Chr6_supercontig_000002448" 2657 259666342
"Chr6_supercontig_000002449" 2328 259668670
"Chr6_supercontig_000002450" 2433 259671103
"Chr6_supercontig_000002451" 2901 259674004
"Chr6_supercontig_000002452" 1781 259675785
"Chr6_supercontig_000002453" 1712 259677497
"Chr6_supercontig_000002454" 1990 259679487
"Chr6_supercontig_000002455" 2082 259681569
"Chr6_supercontig_000002456" 1553 259683122
"Chr6_supercontig_000002457" 1516 259684638
"Chr6_supercontig_000002458" 1770 259686408
"Chr6_supercontig_000002459" 2120 259688528
"Chr6_supercontig_000002460" 2034 259690562
"Chr6_supercontig_000002461" 1778 259692340
"Chr6_supercontig_000002462" 1853 259694193
"Chr6_supercontig_000002463" 1528 259695721
"Chr6_supercontig_000002464" 2375 259698096
"Chr6_supercontig_000002465" 1593 259699689
"Chr6_supercontig_000002466" 2468 259702157
"Chr6_supercontig_000002467" 1644 259703801
"Chr6_supercontig_000002468" 3383 259707184
"Chr6_supercontig_000002469" 2058 259709242
"Chr6_supercontig_000002470" 2140 259711382
"Chr6_supercontig_000002471" 2338 259713720
"Chr6_supercontig_000002472" 3006 259716726
"Chr6_supercontig_000002473" 2677 259719403
"Chr6_supercontig_000002474" 2638 259722041
"Chr6_supercontig_000002475" 1882 259723923
"Chr6_supercontig_000002476" 1504 259725427
"Chr6_supercontig_000002477" 2246 259727673
"Chr6_supercontig_000002478" 1668 259729341
"Chr6_supercontig_000002479" 1743 259731084
"Chr6_supercontig_000002480" 1835 259732919
"Chr6_supercontig_000002481" 1771 259734690
"Chr6_supercontig_000002482" 1563 259736253
"Chr6_supercontig_000002483" 1570 259737823
"Chr6_supercontig_000002484" 2281 259740104
"Chr6_supercontig_000002485" 3783 259743887
"Chr6_supercontig_000002486" 2544 259746431
"Chr6_supercontig_000002487" 2028 259748459
"Chr6_supercontig_000002488" 1517 259749976
"Chr6_supercontig_000002489" 2043 259752019
"Chr6_supercontig_000002490" 2841 259754860
"Chr6_supercontig_000002491" 1706 259756566
"Chr6_supercontig_000002492" 2969 259759535
"Chr6_supercontig_000002493" 4688 259764223
"Chr6_supercontig_000002494" 1933 259766156
"Chr6_supercontig_000002495" 1598 259767754
"Chr6_supercontig_000002496" 1620 259769374
"Chr6_supercontig_000002497" 2320 259771694
"Chr6_supercontig_000002498" 1817 259773511
"Chr6_supercontig_000002499" 3258 259776769
"Chr6_supercontig_000002500" 1522 259778291
"Chr6_supercontig_000002501" 5203 259783494
"Chr6_supercontig_000002502" 2873 259786367
"Chr6_supercontig_000002503" 3135 259789502
"Chr6_supercontig_000002504" 1781 259791283
"Chr6_supercontig_000002505" 2290 259793573
"Chr6_supercontig_000002506" 3574 259797147
"Chr6_supercontig_000002507" 1758 259798905
"Chr6_supercontig_000002508" 1996 259800901
"Chr6_supercontig_000002509" 2106 259803007
"Chr6_supercontig_000002510" 1518 259804525
"Chr6_supercontig_000002511" 2063 259806588
"Chr6_supercontig_000002512" 10516 259817104
"Chr6_supercontig_000002513" 1652 259818756
"Chr6_supercontig_000002514" 4468 259823224
"Chr6_supercontig_000002515" 4275 259827499
"Chr6_supercontig_000002516" 3188 259830687
"Chr6_supercontig_000002517" 3591 259834278
"Chr6_supercontig_000002518" 1790 259836068
"Chr6_supercontig_000002519" 2045 259838113
"Chr6_supercontig_000002520" 1991 259840104
"Chr6_supercontig_000002521" 2900 259843004
"Chr6_supercontig_000002522" 1566 259844570
"Chr6_supercontig_000002523" 2029 259846599
"Chr6_supercontig_000002524" 3414 259850013
"Chr6_supercontig_000002525" 1793 259851806
"Chr6_supercontig_000002526" 2237 259854043
"Chr6_supercontig_000002527" 1672 259855715
"Chr6_supercontig_000002528" 2836 259858551
"Chr6_supercontig_000002529" 1589 259860140
"Chr6_supercontig_000002530" 1526 259861666
"Chr6_supercontig_000002531" 5339 259867005
"Chr6_supercontig_000002532" 2079 259869084
"Chr6_supercontig_000002533" 1528 259870612
"Chr6_supercontig_000002534" 2511 259873123
"Chr6_supercontig_000002535" 3244 259876367
"Chr6_supercontig_000002536" 1560 259877927
"Chr6_supercontig_000002537" 2038 259879965
"Chr6_supercontig_000002538" 1552 259881517
"Chr6_supercontig_000002539" 1990 259883507
"Chr6_supercontig_000002540" 3352 259886859
"Chr6_supercontig_000002541" 1877 259888736
"Chr6_supercontig_000002542" 2934 259891670
"Chr6_supercontig_000002543" 1683 259893353
"Chr6_supercontig_000002544" 1811 259895164
"Chr6_supercontig_000002545" 2106 259897270
"Chr6_supercontig_000002546" 1785 259899055
"Chr6_supercontig_000002547" 2049 259901104
"Chr6_supercontig_000002548" 1889 259902993
"Chr6_supercontig_000002549" 4281 259907274
"Chr6_supercontig_000002550" 3122 259910396
"Chr6_supercontig_000002551" 1996 259912392
"Chr6_supercontig_000002552" 3287 259915679
"Chr6_supercontig_000002553" 1944 259917623
"Chr6_supercontig_000002554" 2959 259920582
"Chr6_supercontig_000002555" 2341 259922923
"Chr6_supercontig_000002556" 1546 259924469
"Chr6_supercontig_000002557" 5065 259929534
"Chr6_supercontig_000002558" 12617 259942151
"Chr6_supercontig_000002559" 2216 259944367
"Chr6_supercontig_000002560" 8425 259952792
"Chr6_supercontig_000002561" 6147 259958939
"Chr6_supercontig_000002562" 2374 259961313
"Chr6_supercontig_000002563" 1964 259963277
"Chr6_supercontig_000002564" 5693 259968970
"Chr6_supercontig_000002565" 5688 259974658
"Chr6_supercontig_000002566" 3896 259978554
"Chr6_supercontig_000002567" 7002 259985556
"Chr6_supercontig_000002568" 8508 259994064
"Chr6_supercontig_000002569" 5869 259999933
"Chr6_supercontig_000002570" 1762 260001695
"Chr6_supercontig_000002571" 1505 260003200
"Chr6_supercontig_000002572" 5811 260009011
"Chr6_supercontig_000002573" 4954 260013965
"Chr6_supercontig_000002574" 4917 260018882
"Chr6_supercontig_000002575" 2494 260021376
"Chr6_supercontig_000002576" 6505 260027881
"Chr6_supercontig_000002577" 3649 260031530
"Chr6_supercontig_000002578" 2870 260034400
"Chr6_supercontig_000002579" 2984 260037384
"Chr6_supercontig_000002580" 2807 260040191
"Chr6_supercontig_000002581" 3009 260043200
"Chr6_supercontig_000002582" 1586 260044786
"Chr6_supercontig_000002583" 1974 260046760
"Chr6_supercontig_000002584" 4007 260050767
"Chr6_supercontig_000002585" 2282 260053049
"Chr6_supercontig_000002586" 1823 260054872
"Chr6_supercontig_000002587" 1940 260056812
"Chr6_supercontig_000002588" 2127 260058939
"Chr6_supercontig_000002589" 2814 260061753
"Chr6_supercontig_000002590" 2727 260064480
"Chr6_supercontig_000002591" 1931 260066411
"Chr6_supercontig_000002592" 3410 260069821
"Chr6_supercontig_000002593" 2825 260072646
"Chr6_supercontig_000002594" 2009 260074655
"Chr6_supercontig_000002595" 3211 260077866
"Chr6_supercontig_000002596" 12332 260090198
"Chr6_supercontig_000002597" 2448 260092646
"Chr6_supercontig_000002598" 2478 260095124
"Chr6_supercontig_000002599" 2235 260097359
"Chr6_supercontig_000002600" 1818 260099177
"Chr6_supercontig_000002601" 2380 260101557
"Chr6_supercontig_000002602" 2827 260104384
"Chr6_supercontig_000002603" 1642 260106026
"Chr6_supercontig_000002604" 1922 260107948
"Chr6_supercontig_000002605" 5064 260113012
"Chr6_supercontig_000002606" 3363 260116375
"Chr6_supercontig_000002607" 5398 260121773
"Chr6_supercontig_000002608" 3236 260125009
"Chr6_supercontig_000002609" 2149 260127158
"Chr6_supercontig_000002610" 1714 260128872
"Chr6_supercontig_000002611" 2177 260131049
"Chr6_supercontig_000002612" 1767 260132816
"Chr6_supercontig_000002613" 2178 260134994
"Chr6_supercontig_000002614" 2796 260137790
"Chr6_supercontig_000002615" 2096 260139886
"Chr6_supercontig_000002616" 1627 260141513
"Chr6_supercontig_000002617" 4295 260145808
"Chr6_supercontig_000002618" 6216 260152024
"Chr6_supercontig_000002619" 2455 260154479
"Chr6_supercontig_000002620" 1858 260156337
"Chr6_supercontig_000002621" 1640 260157977
"Chr6_supercontig_000002622" 1539 260159516
"Chr6_supercontig_000002623" 2104 260161620
"Chr6_supercontig_000002624" 2618 260164238
